venta_id,fecha_venta,sucursal,ciudad,region,plataforma,videojuego,categoria,precio,unidades,metodo_pago,satisfaccion,comentarios,codigo_interno,usuario_captura
VJ-00119,2026-03-10,Sucursal Norte,CIUDAD DE MÉXICO, centro , pc ,Halo,DEPORTES,,3,,baja,sin comentario,INT-2508,admin
VJ-00270,2026-03-10,Sucursal Sur,GUADALAJARA,Occidente,PC,Zelda,Estrategia,999,3,efectivo ,Alta,,INT-3860,admin
VJ-00093,2026-01-12,SUCURSAL CENTRO,Guadalajara,Centro,Xbox,Fortnite,DEPORTES,599,2,Efectivo,Alta,promoción,INT-8606,admin
VJ-00336,2026-01-30,Sucursal Centro, Ciudad de México ,norte , pc ,Mario Kart,estrategia ,1199,3,efectivo ,Media,cliente frecuente,INT-2222,capturista2
VJ-00439,2026-05-29,SUCURSAL CENTRO,CIUDAD DE MÉXICO,Centro,PC,Minecraft,ACCION,1199,1,Efectivo,Media,promoción,INT-1533,capturista2
VJ-00419,2026-03-24,sucursal centro ,monterrey ,norte , pc ,Zelda,Deportes,1199,1,TARJETA,muy alta,sin comentario,INT-1683,capturista2
VJ-00625,2026-01-30,Sucursal Centro, Ciudad de México , centro , playstation ,FIFA,Aventura,999,3,tarjeta,Baja ,promoción,INT-5115,usuario_tmp
VJ-00669,2026-03-29,sucursal centro , Ciudad de México ,Norte,xbox,Zelda,Aventura,0,1,TARJETA,muy alta,cliente frecuente,INT-1157,usuario_tmp
VJ-00549,2026-04-18,Sucursal Centro,Guadalajara,occidente,NINTENDO,Zelda, aventura ,,2,tarjeta,Alta,,INT-4875,usuario_tmp
VJ-00135,2026-03-13,Sucursal Norte,ciudad de mexico,norte ,Xbox,Fortnite,Estrategia,1199,2, transferencia ,Baja ,revisar captura,INT-6567,capturista2
VJ-00267,2026-05-06,Sucursal Sur,Monterrey,Norte,PLAYSTATION,Mario Kart,Aventura,1499,3,Transferencia,,,INT-2762,admin
VJ-00040,2026-04-25,sucursal norte,CDMX,norte , pc ,God of War,Acción,599,,tarjeta,alta ,sin comentario,INT-5700,admin
VJ-00309,2026-02-13,SUCURSAL CENTRO,Guadalajara,occidente,Xbox,FIFA,Deportes,1499,4,,Muy Alta,sin comentario,INT-6725,usuario_tmp
VJ-00331,2026-06-01,sucursal centro ,monterrey ,Norte,xbox,FIFA,Estrategia,1499,,,MEDIA,sin comentario,INT-5524,admin
VJ-00632,2026-03-23,sucursal norte,monterrey ,occidente,NINTENDO,Fortnite,Acción,,2, transferencia ,muy alta,sin comentario,INT-1129,capturista2
VJ-00302,2026-06-02,Sucursal Norte,ciudad de mexico, centro , XBOX ,Minecraft,Acción,,3,Transferencia,,promoción,INT-7513,usuario_tmp
VJ-00301,2026-02-14,SUCURSAL CENTRO, Ciudad de México ,Norte,Nintendo,Halo,ACCION,0,3, transferencia ,alta ,cliente frecuente,INT-6960,capturista1
VJ-00128,2026-01-12,Sucursal Norte, Ciudad de México ,occidente,PC,Halo,estrategia ,1499,2,efectivo ,Muy Alta,sin comentario,INT-1260,capturista2
VJ-00250,2026-04-18,Sucursal Norte, Ciudad de México ,Occidente,PlayStation,Spider-Man,Deportes,,1,tarjeta,muy alta,sin comentario,INT-5499,capturista2
VJ-00479,2026-06-20,SUCURSAL CENTRO,Guadalajara,CENTRO,,Spider-Man,Acción,799,1,Tarjeta,Media,revisar captura,INT-1061,usuario_tmp
VJ-00209,2026-06-24,sucursal norte,Guadalajara,Centro, playstation ,Call of Duty,Deportes,599,1,TARJETA,Media,revisar captura,INT-1987,usuario_tmp
VJ-00592,2026-06-16,Sucursal Centro,ciudad de mexico,norte , XBOX ,Call of Duty,Estrategia,999,1, transferencia ,Media,promoción,INT-7747,capturista1
VJ-00281,2026-03-23,SUCURSAL CENTRO,monterrey ,norte , playstation ,Pokemon,Deportes,,,efectivo ,,,INT-2434,capturista2
VJ-00013,2026-03-12,SUCURSAL CENTRO,Monterrey,norte ,PlayStation,Call of Duty,Acción,799,3,tarjeta,,cliente frecuente,INT-6160,usuario_tmp
VJ-00214,2026-01-17,SUCURSAL CENTRO,Guadalajara,Centro, nintendo ,Pokemon,Estrategia,0,1,Efectivo,,revisar captura,INT-5680,capturista1
VJ-00436,2026-01-06,Sucursal Norte,Monterrey,Norte,Xbox,FIFA,Accion,1499,1, transferencia ,,,INT-4687,usuario_tmp
VJ-00514,2026-01-02,Sucursal Norte,ciudad de mexico, centro ,PC,Zelda,ACCION,,1,,MEDIA,,INT-7326,capturista2
